"","x"
"intercontinental",0
"intercreditor",0.910302946416638
"interest",4.32700729976007
"interest”",0
"interested",3.09579525500093
"interests",3.85380386528373
"interests”",0.91829583405449
"interface",0
"interfaces",0.91829583405449
"interfere",4.11134894602167
"interfered",1.58496250072116
"interference",3.09375944839938
"interferences",0
"interferes",1
"interfering",1.58496250072116
"interform",0
"intergovernmental",0.811278124459133
"interim",2.88684218813101
"interior",2.65332550219372
"intermediaries",3
"intermediary",0.621188403078017
"intermediate",1
"internal",4.63857321972568
"internally",2.58496250072116
"internap",0
"international",4.482249074941
"internationally",2.39033606476044
"internet",3.30051062833425
"interpolation",0
"interpose",0
"interpret",3.18200581476021
"interpretation",5.03470908923938
"interpretations",2.85538854220753
"interpreted",4.08505510275648
"interpreting",3.12192809488736
"interpretive",0.91829583405449
"interrupt",1.52192809488736
"interrupted",1
"interruptible",0
"interruption",3.6040236459377
"interruptions",3
"intersection",0
"interstate",0
"intervals",3.09579525500093
"intervenes",0
"intervening",0.566509506552905
"intervenor",0
"intervention",0.91829583405449
"interview",1
"interviewing",0
"intervivos",0
"intoxicated",1
"intoxication",0
"intra",0
"intralinks",1
"intranet",1.14883485428092
"intrieri",0
"introduce",0
"introduced",1.58496250072116
"introducing",0
"introduction",2.64160416786859
"introductory",1
"intrusion",1
"inure",4.95281953111478
"inures",0
"inuring",0
"invalid",5.13866748023572
"invalidate",2.84643934467102
"invalidated",2.52164063634332
"invalidating",2.25
"invalidation",1.14883485428092
"invalidity",4.23592635062903
"invasion",1.92192809488736
"invasions",0
"invented",2.25162916738782
"inventing",0
"invention",2.4634582986483
"inventions",3.51206511156395
"inventor",1
"inventories",0
"inventors",1
"inventory",3.46297323979494
"inverse",0
"invest",2.52164063634332
"invested",2.77736279506417
"investees",0
"investigate",2.71929452566698
"investigating",3.37355726227519
"investigation",4.12898057936161
"investigations",2.94770277922009
"investigative",1
"investigatory",0
"investing",2.23592635062903
"investment",4.31374565327511
"investments",3.33906114922224
"investments”",0
"investor",2.07089756824835
"investor’s",0
"investor”",0.811278124459133
"investors",2.62005026996381
"invitation",0
"invite",0
"invitee",1.52192809488736
"invitees",3.03915696219704
"invoice",3.50696361161361
"invoiced",2.23592635062903
"invoices",3.17281073351986
"invoke",1
"invoked",0
"invoking",1.52192809488736
"involuntarily",1.37095059445467
"involuntary",3.6245186549589
"involve",3.32323142879762
"involved",4.44356873123068
"involvement",0
"involves",3.03063906222957
"involving",4.54376646529928
"ip”",0
"ipg",0
"ipo",2.16060831480754
"ipr",0.337290066617014
"ira",0
"iran",0
"irc",0
"ireland",1.58496250072116
"iron",0.543564443199596
"irreparable",3.27761343681912
"irreparably",0
"irrespective",3.18989809546429
"irrevocable",3.64740679358223
"irrevocably",4.14435542066731
"irrigation",1
"irs",1.66146472218416
"irvine",0
"isc",0
"isda",0
"isidro",0
"islands",1.69759350607868
"iso",0
"isp",0
"israel",1.58496250072116
"issuable",2.7987104325827
"issuance",3.39442225172785
"issuance”",0
"issuances",1.28705402811873
"issue",4.33805834690774
"issued",4.39449822947182
"issuer",1.8388323126079
"issuers",0
"issues",2.79816970287682
"issuing",0.543540869168231
"italy",0
"item",4.15215308141538
"itemization",1
"itemizations",0
"itemized",1.58496250072116
"itemizing",0
"items",4.03780977415672
"iterative",0
"itms",0
"itpe",0
"itpeu",0
"itstandardscomplete",0
"itunes",0
"jackets",0
"jacks",0
"jafco",0
"jagerstrasse",0
"jaggie",0
"jaic",0
"james",3.14696820535153
"jan",0.367498494827291
"janitor",0.811278124459133
"janitorial",2.80103325532056
"january",3.54196956881754
"janusz",0
"japan",2.6312929881819
"japanese",0.543564443199596
"jarvis",0
"jasmine",0
"jason",0
"java",0
"javaô",0
"jaworski",0
"jeanine",0
"jeff",0
"jeffrey",1.82306798227366
"jennifer",0
"jeopardize",1.5
"jeopardy",0
"jeremy",0
"jesse",0
"jewelry",1
"jfreedman",0
"jia",0
"jiang",0
"jianguo",0
"jianshe",0
"jiap",0
"jie",0
"jim",1
"jimmy",0
"jin",1.56127812445913
"jingao",0
"jinglong",0
"jiu",0
"jive",0
"jjj",0
"jmck",0
"job",1.51825751973155
"jobs",1.62581458369391
"joe",0
"joel",0
"john",2.84022392894185
"johnson",0
"join",2.64160416786859
"joinder",1.73502476109369
"joined",0
"joining",2.72548055699787
"joint",4.75893153242351
"jointly",3.5725311673239
"jonathan",1
"jonathon",0
"jones",1.5
"jordan",0
"jorgenson",0
"jose",1.84237099317711
"joseph",2.5
"journal",2.62581458369391
"joyce",0
"jpmorgan",1.84643934467102
"judge",2.40400975732486
"judged",1
"judgements",0
"judges",0
"judgment",4.88055961739229
"judgments",3.32188819552618
"judicial",4.27756715711693
"judicially",2
"judy",0
"jul",0
"julie",0
"juliet",0
"julius",0
"july",4.47339953167306
"jun",0.979868756651153
"junction",1
"june",4.23900640303176
"junior",1.03701043746291
"jure",0
"juridical",0
"jurisdiction",4.82608155314862
"jurisdiction”",0
"jurisdictional",0
"jurisdictions",4.04307418942857
"jurisdictions”",0
"juror",0
"jury",4.40080132466367
"just",3.6818808028034
"justification",0
"justified",0
"justify",1
"kaikan",0
"kaixuan",0
"kaminski",0
"kandanishiki",0
"kangnam",0
"kapadia",0
"kapor",0
"karen",0
"karman",0
"kathryn",0
"katten",0
"katz",0
"kaufer",0
"kaufman",0
"keathley",0
"kecalp",0
"keep",4.40176254663019
"keeper",0
"keeping",2.50325833477565
"keeps",0
"keiretsu",0
"kellogg",0
"kelsey",0
"kemp",0
"kenchiku",0
"kenji",0
"kenneth",0.986426728730842
"kentucky",0.591672778582327
"keogh",0
"keough",0
"kept",3.26974800264879
"kernel",0
"kerosene",1.58496250072116
"kessler",0
"kevin",1.5
"key",3.51430295147362
"keys",2.94057830223056
"keystone",0
"kick",0
"kickback",1
"kifer",0
"kiggen",0
"kilbane",0
"kilowatt",0
"kim",1
"kin",0
"kind",4.67343897739908
"kindler",0
"kinds",0
"king",2.25162916738782
"kingdom",2.10390991028236
"kiosks",0
"kirkland",0
"kit",0
"kitchen",1.44881563572518
"kitchenette",0
"knightridder",0
"knott",0
"know",3.88416549208385
"knowhow",0
"knowing",1.44881563572518
"knowingly",3.89240711859288
"knowledge",4.3425598849365
"knowledgeable",0
"known",5.00272592723898
"knows",1.66449777920046
"knowsley",0
"kok",0
"kong",3.094574130475
"kooi",0
"korea",2
"korsant",0
"kotar",0
"kowloon",0
"kpmg",0
"kraft",1
"krein",0
"kreitzer",0
"kristen",0
"ktb",0
"kuhne",0
"kyodo",0
"lab",1.45914791702724
"label",1.66449777920046
"labeled",1
"labeling",0
"labels",2.25162916738782
"lablanc",0
"labor",4.07338673132331
"laboratory",1.60898349987714
"laborer",0
"laborers",0.91829583405449
"labour",0
"labs",0
"lack",3.0516016368717
"lacks",0
"ladder",0
"ladies",2.28415912785142
"lading",1.25162916738782
"laid",1.73945419649189
"lake",1.5
"lakeview",1
"lamp",0
"lampert",0
"lamps",0.91829583405449
"lance",0
"land",3.13317712284449
"landing",0
"landlord",3.13206437237034
"landlord’s",0
"landlord<U+FFFD>s",0
"landlords",2.41938194564637
"landmark",0
"lands",1.5
"landscape",1
"landscaped",1.58496250072116
"landscaping",2.49969814318441
"lane",1.90563906222957
"language",3.49019379473352
"languages",1.58496250072116
"lanham",0
"lapse",4.12257388361144
"lapsed",0
"laptop",0.811278124459133
"large",1.5
"larger",1.5
"largest",2.23592635062903
"larry",1
"las",0
"lasek",0
"laser",0
"last",4.68512896861504
"late",3.51571705269155
"latent",2.15563906222957
"later",5.03432908422196
"lateral",0
"laterally",0
"latest",2.5
"latter",1.5
"lau",0
"lauderdale",0
"launder",0.91829583405449
"laundered",0
"laundering",2.18375483192392
"laurence",0
"laurie",0
"lavatory",1
"law",5.23041948595572
"law”",0.91829583405449
"lawful",4.17812865291381
"lawfully",3.46132014021101
"lawrence",0
"laws",5.22187283921083
"laws”",1
"lawsuit",1.58496250072116
"lawsuits",2.24643934467102
"lawyers",2
"lay",1.79248125036058
"laydown",0
"laying",2.94770277922009
"layoff",1.5574319619297
"layoff”",0
"layoffs",1.23890125660263
"layout",2.25
"lazear",0
"lbs",0.309543429150325
"ldap",0
"leaching",1
"lead",3.07487577558377
"leader",0
"leadership",0
"leading",0
"leak",0
"leakage",2.58496250072116
"leaking",1
"leaks",1.37095059445467
"learn",0
"learned",1
"learning",2.8073549220576
"learns",0.91829583405449
"lease",3.55669330384281
"lease”",0.91829583405449
"leaseback",1.84546297252333
"leasebacks",0
"leased",4.14470031899287
"leasehold",3.38030754058181
"leases",4.22705833799102
"leases”",0
"leasing",3.36577106548785
"least",5.12643852462413
"leather",0
"leave",2.7299560310767
"leaves",1.73814933319287
"leaving",3.18989809546429
"leblanc",0
"leck",0
"ledger",1
"ledgers",1.58496250072116
"lee",0.91829583405449
"left",4.57035399411994
"legacy",0
"legal",5.42282389807907
"legality",2.59490661824394
"legalization",0
"legally",4.43642902034056
"legatees",1
"legend",3.05191573663633
"legends",1.78415912785142
"leggate",0
"legibility",0
"legible",1
"legislation",2.62581458369391
"legislative",2.58496250072116
"legislature",0
"legitimate",2
"lehman",0
"leibnizstr",0
"leidner",0
"leland",0
"lend",2.72192809488736
"lender",1.96105156906398
"lender’s",0
"lender”",0.811278124459133
"lenders",1.92267721508869
"lenders’",0
"lenders”",0
"lending",2.86640699437207
"length",3.95679235471538
"lengthy",0
"lenovo",0
"lenses",0.91829583405449
"lent",0.91829583405449
"leroy",0
"les",0
"lesley",0
"leslie",0
"less",5.20193133315124
"lessee",2.73215889136457
"lessees",0
"lessen",0
"lessening",0
"lesser",3.82784754187858
"lessor",2.82856558664738
"lessors",1.5
"let",0.91829583405449
"letter",3.61796668793938
"letterhead",1
"lettering",1.91829583405449
"letters",2.80576762518797
"letting",0
"level",3.51169089643982
"levelers",0
"levels",2.66353275480425
"levels<U+FFFD>",0
"leverage",1.43962753634136
"levied",3.27259826467014
"levies",3.09579525500093
"levy",3.67326968951511
"levying",0
"lew",0
"lexington",1.58496250072116
"liabilities",4.59453268908794
"liabilities”",0.721928094887362
"liability",5.09572596863672
"liability”",0
"liable",5.05686130187015
"liaison",0
"liang",0
"liaoyang",0
"liberty",1
"libertyville",0.91829583405449
"libo",0
"libor",1.18991576161593
"libraries",0
"library",1.45914791702724
"licata",0
"licence",1.52192809488736
"licences",0
"licensable",0.684038435639042
"license",4.40852877841835
"license”",0.91829583405449
"licensed",2.62783433415379
"licensee",0.598217250581698
"licensee’s",0
"licensee”",0
"licensees",2.99663084828468
"licenses",4.26961706459632
"licenses”",0
"licensing",3.85667466023721
"licensor",0.179144612804457
"licensors",0.91829583405449
"lien",3.98345534962226
"lienholder",0
"liens",3.54920181699398
"liens”",0
"lieu",4.4344578362187
"life",4.10287864047653
"lifesafety",1.5
"lifetime",0.721928094887362
"lifted",0
"lifts",0
"ligands",0
"light",3.94029824141227
"lighting",2.84830254900709
"lightning",0
"lights",2.8073549220576
"like",4.37961603717293
"likelihood",2.84643934467102
"likely",4.07390317538503
"likeness",1.84237099317711
"likenesses",0
"likewise",2.52164063634332
"lillevand",0
"lilly",0
"lima",0
"limewater",0
"limit",4.96241439246222
"limitation",5.19308432344817
"limitation”",1
"limitations",4.53962377234135
"limited",5.19610468546556
"limiting",4.30470743910517
"limits",3.89127947659068
"lin",0
"linderman",0
"lindon",0
"lindows",0
"lindowslive",0
"lindowsoffice",0
"lindowsos",0
"lindowsplus",0
"line",2.13650892506185
"lineal",0
"lines",3.7216117239699
"link",1
"linked",2.23592635062903
"linkedin",0
"links",1.58496250072116
"linoleum",0
"linong",0
"linus",0
"linux",0.413816850303634
"lipp",0
"lipton",0
"liquid",1
"liquidate",2.22219157550668
"liquidated",3.16992500144231
"liquidates",0
"liquidating",1
"liquidation",4.19317580188859
"liquidator",2.48171457298607
"liquidity",2.37744375108173
"liquor",0.91829583405449
"list",4.26859722050956
"listed",4.74777630476783
"listing",3.57661764490867
"listings",1.58496250072116
"lists",2.65282575549396
"lit",0
"literature",2
"litigate",0
"litigated",0.619382194678764
"litigating",0
"litigation",4.14607145871934
"litigationóthe",0
"litter",0
"little",0
"liu",1
"live",1
"livedoor",0
"lives",1
"living",1.66449777920046
"llc",4.3276776464652
"lllp",0
"llp",3.5063272643019
"load",1.85821548176108
"loaded",0.455020659779464
"loading",1.55666559910888
"loadout",0
"loads",0
"loan",3.04616723245223
"loan”",0
"loaned",1
"loaning",0
"loans",2.54668815863663
"loans”",0
"loansprovided",0
"lobbies",1.91829583405449
"lobby",2.4677201004745
"lobbying",0
"local",4.77705219338817
"locality",1
"localization",0
"localizations",0
"localize",0
"localized",0
"locally",0
"locals",0
"locate",0
"located",4.3121427455953
"location",4.10755843287855
"locations",3.41985955952704
"lock",2.95731149585986
"lockbox",1.1981839479118
"locked",2.37878349348618
"lockers",0
"locking",1
"lockout",2.12808527889139
"lockouts",3.27761343681912
"locks",2.19715972342415
"lockup",1.90563906222957
"lodgement",0
"lodging",2.75
"logic",0
"logical",0
"login",0
"logistics",0
"logo",2.44931183302645
"logos",3.09579525500093
"loi",0
"lois",0
"loiter",1
"london",2.33871064191468
"long",4.91184883662103
"longer",4.52560188895111
"look",2.8073549220576
"looking",0.91829583405449
"loop",0
"loose",1
"lorraine",0
"los",1.61138345671952
"lose",0.91829583405449
"loses",0.91829583405449
"losing",1.5
"loss",4.8205260954041
"losses",4.99845434610272
"losses”",0
"lost",3.91556689971065
"lot",2.70689059560852
"lots",0
"loudspeaker",0
"louis",0.721928094887362
"low",2.29989639116789
"lower",3.51602764126623
"lowest",2.28103611255342
"loyalty",0.503258334775646
"lrl",0
"lsd",0
"ltd",3.71130889638551
"lth",0
"ltv",0
"luan",0
"lubricate",0
"lubricating",1
"lubricator",0
"lui",0
"lujiazui",0
"lumicyte",0
"lumicyte’s",0
"lump",1.71472026326885
"lunch",0
"lunches",0
"lund",0
"luo",0
"luther",1.58496250072116
"lwy",0
"lying",0
"lynch",0.811278124459133
"lyricists",0
"lytton",0.985228136034252
"mac",0
"macarthur",0
"macau",1
"machine",2.24852932712858
"machinery",3.36609132911919
"machines",2.93302019244805
"machnica",0
"madaus",0
"made",5.14902878578333
"madison",0
"mae",0.413816850303634
"magazine",0
"magazines",0
"magnetic",0.91829583405449
"maher",0
"mail",5.16722343282426
"mailed",3.78346518960165
"mailing",3.79621760259006
"mails",0
"main",2.94144607116552
"maine",0
"mainframe",0
"mainland",0
"maintain",4.78781519963622
"maintained",4.51012941339296
"maintaining",3.54267806892334
"maintains",3.65310716836281
"maintenance",4.33425544576555
"majesture",0
"majesty",0
"majesty’s",0
"majeure",3.80078468428391
"major",2.60440984543883
"majorities",0
"majority",3.15520240835052
"make",5.14725699389649
"maker",2
"makes",5.17508415649473
"making",4.53634526003328
"malaysia",0
"male",0.91829583405449
"malfunction",2.41938194564637
"malfunctioning",0
"malfunctions",0
"malicious",1.91829583405449
"mall",0
"mallory",0
"malowney",0
"malpractice",0
"mammalian",0
"man",2.25162916738782
"manage",3.18989809546429
"managed",3.25162916738782
"management",4.97510236085872
"management’s",0
"manager",3.91179164246147
"managers",3.14581541680906
"manages",1
"managing",3.51095213149284
"manchester",0
"mandate",1.58496250072116
"mandated",1.02192809488736
"mandatorily",1.2987949406954
"mandatory",3.11945760317046
"manhattan",2.25
"manicure",0
"manifest",1.84170627757431
"manifests",0
"manipulated",0
"mann",0
"manner",5.22325501158687
"manual",1.58496250072116
"manually",0.921928094887362
"manuals",2.94770277922009
"manufacture",3.16753028002905
"manufactured",2.35274578087187
"manufacturer",2.23592635062903
"manufacturers",0
"manufactures",0
"manufacturing",3.77483959174767
"many",2.64160416786859
"map",1.79005041678411
"mapped",1
"mapping",1
"maps",0.811278124459133
"mar",0
"marc",1.54515219719895
"march",4.29455626059878
"margin",2.60716537250982
"margin”",0.721928094887362
"marginal",1.58496250072116
"margins",0
"maricopa",1
"marijuana",0
"marine",0
"marital",0
"mark",2.17440727956333
"marked",3.37581458369391
"markers",1
"market",4.68715587650053
"market”",0
"marketability",1.84237099317711
"marketable",3.375
"marketed",0.721928094887362
"marketing",3.28612515499218
"marketplace",1
"markets",3.30370169605735
"marking",1.5
"markit",0
"marks",0.924917276463548
"markup",1
"marlboro",0
"marlcopa",0
"maroun",0
"marriage",1.58496250072116
"married",1.91829583405449
"marries",0
"marriott",0
"marrowbone",0
"marshal",0
"marshaling",0
"marshalling",0
"mart",0
"martha",0
"martin",2.17095059445467
"marwick",0
"mary",1
"maryland",1.66918033686673
"mas",0
"masculine",3.41829583405449
"mask",3.08496250072116
"masks",1
"mass",1.58496250072116
"massachusetts",1.49491884823395
"master",3.11610953319886
"masthead",0
"match",2
"matches",1
"matching",2.32192809488736
"mateo",0
"material",4.76676860193626
"material”",0
"materiality",1.90631371386483
"materially",4.69612411706834
"materialman",0
"materialmen",2.16096404744368
"materialmen’s",0
"materials",4.22415719046356
"materials”",0.811278124459133
"maternity",0
"maters",0
"math",0
"mathematical",0
"matheson",0
"matkins",0
"matrix",0.91829583405449
"matskin",0
"matsumoto",1
"matter",5.34302885842948
"matters",4.78214535784363
"matters”",0
"matthew",0
"mattresses",0
"mature",2.64160416786859
"matured",2.45914791702724
"matures",2
"maturing",2.00958930774386
"maturities",2.70281953111478
"maturity",2.99359867084769
"maureen",0
"mauritius",0
"maven",0
"maverick",0
"maw",0
"max",0
"maximization",1
"maximize",1.58496250072116
"maximum",3.84939637376017
"maxygen",0
"may",5.45245464803173
"mayer",0
"mayopoulos",0
"mcbride",0
"mcdonough",0
"mcgill",0
"mcgrath",0
"mcgraw",1
"mcguirewoods",0
"mcintosh",0
"mckellips",0
"mclean",0
"mclesser",0
"mcvay",0
"mdsa",0
"meagher",0
"meal",0
"meals",0
"mean",4.51857540209232
"meaning",4.04233741220464
"meaningful",0
"meanings",4.80336646277336
"means",4.38978179247053
"meant",1
"meanwhile",0
"measure",3.0220552088742
"measured",4.0561983328101
"measurement",1.61866004679034
"measurements",1.92192809488736
"measures",3.98319563424773
"measuring",1.45914791702724
"mechanic",2.36852252772821
"mechanical",3.48871412408928
"mechanically",0
"mechanics",3.30180402673339
"mechanics’",1
"mechanism",2.15563906222957
"mechanisms",1
"mechem",0
"medallion",0
"media",3.16205781512026
"median",0.91829583405449
"mediation",1.66449777920046
"medical",1.47674569079142
"medically",0.91829583405449
"medicare",0.91829583405449
"medication",0
"medications",0
"medicines",0
"medium",2
"meet",4.36946476414657
"meeting",3.92467185354469
"meetings",3.73782019804216
"meetings”",0
"meets",2.68872187554087
"mei",0
"melbourne",0
"melissa",0
"member",3.63822490390117
"member’s",0
"members",4.34153067183824
"members”",0
"membership",1.91106717874084
"memberships",0
"membrane",2.32192809488736
"memoranda",1.81127812445913
"memorandum",2.23552442325821
"memorial",1.58496250072116
"memorialized",0
"memphis",0
"men",1
"menlo",0.816689088315021
"mental",1.5
"mentioned",2.8073549220576
"mep",0
"merchandise",3.32449981387889
"merchant",0.523560380917032
"merchantability",2.84643934467102
"merchantable",0
"merchantbridge",0
"mercury",1
"mere",0
"merely",2.52164063634332
"merge",2.59411789163119
"merged",3.53049305675748
"merger",4.3508592977484
"mergers",1.37878349348618
"merges",1.92192809488736
"merging",0
"meridian",0
"merit",1
"meritech",0
"merited",0
"merits",2
"merrill",0.811278124459133
"merrimack",0
"merritt",0
"mers",0
"mesa",1.29546184423832
"message",1.58496250072116
"messages",1
"messenger",2.52164063634332
"met",2.80004461847901
"metabolite",0
"metadata",0
"meter",1.79248125036058
"metered",2.32192809488736
"metering",1
"meters",0
"methane",0
"method",4.65574655869703
"methodologies",1.58496250072116
"methodology",1.61718957259272
"methods",3.5399786482181
"metrics",1
"metro",0.91829583405449
"metropolitan",0
"mexico",0.353359335021421
"mgm",0
"mgmt",0
"miami",0
"mic",0
"michael",3.24022392894185
"michela",0
"michelle",0
"michigan",1.52192809488736
"microbial",0
"microblogging",0
"microfiche",0
"microfilm",0
"microsoft",0.748634551412075
"microsystems",0
"microwave",1.79248125036058
"mid",0
"middle",1.58496250072116
"middlesex",0
"midnight",0
"might",4.0711008491979
"migrate",1
"migrated",0
"migrating",1
"migration",1.35677964944704
"migratory",0
"mii",0
"mike",1.5
"mile",0
"miles",0
"milestones",0
"military",2.85665321278093
"mill",0
"millburn",0
"millenia",0
"millennium",0
"miller",0.961236604722876
"millers",0
"million",3.58031891173303
"millions",0
"mills",0.721928094887362
"millwright",0
"milner",0
"minato",0
"minc",0
"mine",0
"mined",0
"mineral",0
"ming",1.18189905791756
"mini",0
"minick",0
"minimize",3.61328333429487
"minimizes",0
"minimizing",0
"minimum",4.52546308137401
"mining",0.591672778582327
"ministerial",0.91829583405449
"ministry",0
"minor",2.41938194564637
"minority",0.91829583405449
"minson",0
"minus",2.44679823136715
"minute",2.17095059445467
"minutes",2.25162916738782
"miosconduct",0
"mips",0
"miranda",0
"miriam",0
"mirrors",0
"misapplication",0
"misappropriate",2.0588138903312
"misappropriated",0.91829583405449
"misappropriates",2
"misappropriating",1.5
"misappropriation",1.68939174674309
"misappropriations",0.721928094887362
"miscellaneous",5.37858926488079
"mischief",1.92192809488736
"misconduct",4.23727628357652
"misdirected",0
"mislead",0
"misleading",3.83701204073472
"mismanagement",0
"misplaced",0
"misrepresentation",2.75162916738782
"misrepresentations",0
"missing",1
"mission",1.5
"mississippi",0
"missouri",0
"misstatement",1.5
"misstatements",0
"mistake",1.52192809488736
"mistakenly",0
"mistakes",0
"misunderstanding",0
"misuse",2.58496250072116
"mitchell",1.81127812445913
"mitigate",3.11583409216322
"mitigated",0
"mitigation",1.76096404744368
"mixed",2.12808527889139
"mixture",0
"mmbtu",0.543564443199596
"mmpi",0
"mnip",0
"mob",1.92192809488736
"mobi",0
"mobile",1.92192809488736
"mobility",1.17003338441405
"mode",0
"model",2.32192809488736
"models",2.25162916738782
"modem",1
"modifiable",0
"modification",4.74587141485128
"modifications",4.28709169033523
"modified",4.39151345299115
"modifies",2
"modify",4.73097466268526
"modifyexhibit",0
"modifying",0.91829583405449
"modular",0
"module",0.91829583405449
"modules",1.14883485428092
"moisture",0.228538143953528
"mokellips",0
"mold",0
"molecular",0.863120568566631
"molestation",0
"monday",2.48171457298607
"monetary",4.11887717718588
"monetization",1
"money",4.13977708799575
"moneys",1.7527152789797
"mongolia",0
"mongshi",0
"monies",3.45482239994661
"monitor",2.64160416786859
"monitored",0.91829583405449
"monitoring",3.02698683335929
"monopolization",0
"monroe",0
"montgomery",1.58496250072116
"month",4.52650960801812
"month’s",0
"monthly",3.99478278970524
"months",4.58300235424416
"months’",0
"monument",1.36052731144371
"monuments",0
"moody",2.10209067485585
"moody’s",1
"mooring",0
"moral",2.64160416786859
"moratorium",3.57867778650362
"moreover",1
"morgan",0.893242410466422
"morgenthaler",0
"mortality",0
"mortgage",1.86888476834294
"mortgaged",1.55488861477427
"mortgagee",2.13584050358891
"mortgagees",2.12808527889139
"mortgages",2.90862424427622
"mortgaging",2
"mortgagor",0.447499255036863
"mortgagors",0
"mot",1
"mother",1.91829583405449
"motion",1.03892059503159
"moto",0
"motor",2.12956798741832
"motorola",0.965278961869708
"motors",0
"mott",0
"mou",0.38094658570539
"mountain",0
"mounted",0
"movable",2.15563906222957
"move",2.46132014021101
"moveable",0
"moved",2.32192809488736
"movement",2.28103611255342
"moveout",0
"moves",1
"movie",0
"moving",2.64264348089005
"mozilo",0
"msda",0
"msdw",0
"msi",0
"mtone",0
"much",2
"muchin",0
"mugs",0
"multi",2.875
"multicrystalline",0
"multiemployer",0.970950594454669
"multifaceted",0
"multinational",1
"multiple",3.9621031651558
"multiples",1.18872187554087
"multiplied",3.39629152904593
"multiplying",2.58496250072116
"municipal",2.98967722039019
"municipality",2.25162916738782
"murphy",1
"music",0
"musical",1.5
"must",4.95003453737508
"mutandis",1.5
"mutatis",1.5
"mutignani",0
"mutilated",0.91829583405449
"mutilation",1
"mutli",0
"mutual",5.32091889649352
"mutually",4.69070541814566
"myanmar",0
"nada",0
"naics",0
"nail",1
"nails",1.58496250072116
"naked",0
"name",4.92954982112114
"named",4.13992081337051
"namely",1
"names",2.31081768891155
"names”",0
"naming",2.40400975732486
"napkin",0
"narcotics",1
"narrow",0
"narrowly",0
"naschke",0
"nasdaq",2.36991002327407
"nassau",0
"nathaniel",0
"nation",1.8246228866997
"national",4.56191042354861
"nationalisation",0
"nationality",0
"nationally",3.50689059560852
"nationals",1.58496250072116
"nations",1.92192809488736
"nationwide",0
"natural",4.02768416197146
"nature",4.91265066430129
"nautadutilh",0
"nawrot",0
"nbu",0
"ncmc",0
"nea",0
"neal",0
"near",2.12808527889139
"nearest",2.44162987378722
"nearly",2.72548055699787
"neat",1.5
"nebraska",0.970950594454669
"necessarily",1
"necessary",5.37909459984989
"necessitated",1.45914791702724
"necessitating",0.91829583405449
"necessity",3.02698683335929
"neck",0
"need",4.47524723565209
"needed",3.04970194765596
"needing",1
"needs",2.35538854220753
"nefwc",0
"nefwc’s",0
"negate",0
"negations",0
"negative",3.43574743097244
"negatively",0
"neglect",1.92192809488736
"neglected",0
"neglects",0
"negligence",4.29936186321372
"negligent",1.81127812445913
"negligently",0
"negotiable",2.25162916738782
"negotiate",3.78964370870232
"negotiated",2.85538854220753
"negotiating",3.27761343681912
"negotiation",3.50551380221855
"negotiations",4.62941213827209
"neighboring",0
"neighbors",0
"neither",4.72461778538596
"net",4.34062128971241
"netherlands",1.37878349348618
"netted",0.91829583405449
"netting",2.16197817967955
"network",2.6247262095043
"networking",0
"networks",2.41938194564637
"neuter",2.94770277922009
"neutral",1
"nevada",1.24067053167669
"never",3.37878349348618
"nevertheless",3.37355726227519
"new",4.67213330191589
"newly",2.62581458369391
"newport",1
"news",1.92192809488736
"newspaper",0
"newspapers",0
"newton",0
"next",4.54467353328177
"nextbank",0
"nextcard",0
"nextel",0
"nfip",0
"nicholas",0
"nicole",0
"nicosia",0
"night",0
"nights",1
"nil",0
"nine",3.2866294867862
"nineteenth",0
"ninety",4.38299813100811
"ningjin",0
"ninth",0
"nishi",0
"nitrogen",0
"nnn",1.45914791702724
"noall",0
"noise",2.85845859334435
"noises",0
"nomenclature",0
"nominal",2.93120894891032
"nominate",1.57095059445467
"nominated",1.91829583405449
"nominating",0
"nomination",1.95082579451809
"nominations",0
"nominative",0
"nominee",1.31374897170352
"nominees",0.322756958897398
"non",5.00709831951003
"nonappealable",0
"nonassessable",2.26380917388355
"nonassignability",0
"nonbreaching",0
"nonbusiness",0
"noncash",0
"noncompetitive",0
"noncompliance",3.10188122347602
"nonconfidential",0.91829583405449
"nonconforming",0
"noncontributing",0
"noncontrolling",0
"noncurable",0
"nondefaulting",0
"nondisclosure",1.75
"nondiscrimination",0
"nondiscriminatorily",0
"nondiscriminatory",0
"nondisturbance",0
"none",4.09786617560415
"nonetheless",0
"nonexclusive",2.73215889136457
"nonfinancial",0
"nonfulfillment",0
"nongovernmental",0
"noninfringement",0
"nonjudicial",1.5
"nonpatentable",0
"nonpayment",2.91397707318275
"nonperformance",2.5
"nonpublic",1
"nonqualified",0
"nonrecurring",0
"nonrefundable",0
"nonresponsibility",1.58496250072116
"nonsatisfaction",0
"nonstructural",0
"nonsubordinated",0
"nonvoting",1
"nonwaiver",1.5
"noon",0.91829583405449
"norfolk",0
"norma",0
"normal",4.63672443825489
"normalized",0
"normally",3.50689059560852
"norms",0
"norris",0
"norriss",0
"north",3.54328944539277
"northeast",0.91829583405449
"northerly",0.811278124459133
"northern",0.91829583405449
"northwest",0.91829583405449
"northwesterly",0
"norton",0
"norway",0.91829583405449
"norwood",0
"nos",0
"notarial",1.58496250072116
"notarisation",0
"notarization",1
"notarized",0
"notary",2.42257976184249
"notation",1.92192809488736
"notations",0.811278124459133
"note",3.21975450851043
"notebooks",1
